Program,Year,Cost_model,Avg_price,Enrollment,Completion_rate,Dropout_rate,Job_placement_rate,Avg_income_post_training,Training_duration_month,Delivery_mode,Region,Local_job_demand,Remote_job_demand,Total_job_demand,Talent_output,Employed_talent,Unemployed_talent,Total_revenue
3MTT,2023,Free,0,48848,0.78,0.2,0.54,391857,7,Hybrid,South East,2161,2380,4541,38101,20574,17527,0
3MTT,2025,Subsidized,92571,11971,0.5,0.49,0.72,292139,2,Online,South East,3959,3260,7219,5985,4309,1676,1108167441
ALX,2025,Paid,215871,21219,0.57,0.39,0.8,94551,9,Online,South West,2477,1047,3524,12094,9675,2419,4580566749
ALX,2025,Free,0,27952,0.6,0.38,0.47,319947,9,Online,South West,2465,7641,10106,16771,7882,8889,0
ALX,2022,Paid,399967,6122,0.55,0.48,0.69,111912,5,Online,North East,3527,6821,10348,3367,2323,1044,2448597974
3MTT,2022,Subsidized,21919,43095,0.77,0.27,0.63,356600,6,Hybrid,South South,1136,5502,6638,33183,20905,12278,944599305
3MTT,2022,Subsidized,91725,28539,0.51,0.45,0.59,98013,8,Online,North East,4989,5039,10028,14554,8586,5968,2617739775
HNG,2023,Subsidized,50666,37889,0.82,0.15,0.53,399644,8,Hybrid,North West,610,3604,4214,31068,16466,14602,1919684074
ALX,2023,Free,0,28397,0.46,0.5,0.47,213726,2,Online,North East,2244,6277,8521,13062,6139,6923,0
ALX,2025,Subsidized,61335,9433,0.43,0.56,0.5,172479,5,Hybrid,North East,706,767,1473,4056,2028,2028,578573055
ALX,2025,Free,0,21682,0.56,0.45,0.34,275457,5,Hybrid,North East,2014,277,2291,12141,4127,8014,0
HNG,2022,Free,0,46553,0.89,0.13,0.69,192909,7,Hybrid,South West,2876,1796,4672,41432,28588,12844,0
3MTT,2022,Paid,142923,8419,0.83,0.2,0.63,208165,2,Hybrid,South West,1769,7328,9097,6987,4401,2586,1203268737
ALX,2023,Paid,282155,40576,0.51,0.46,0.63,381951,3,Hybrid,South East,4235,7119,11354,20693,13036,7657,11448721280
3MTT,2025,Free,0,35551,0.63,0.36,0.73,345237,8,Hybrid,South South,1562,1402,2964,22397,16349,6048,0
HNG,2022,Paid,193708,32783,0.68,0.3,0.5,279521,8,Hybrid,South South,3680,1803,5483,22292,11146,11146,6350329364
HNG,2023,Subsidized,77988,29619,0.7,0.34,0.43,235002,10,Online,North East,4796,2372,7168,20733,8915,11818,2309926572
3MTT,2022,Free,0,20633,0.61,0.39,0.64,265102,2,Hybrid,South West,4032,4827,8859,12586,8055,4531,0
3MTT,2022,Subsidized,29862,38799,0.53,0.5,0.69,294601,4,Hybrid,North East,1396,7274,8670,20563,14188,6375,1158615738
3MTT,2022,Paid,105695,30704,0.68,0.33,0.35,86764,2,Hybrid,South South,1181,5799,6980,20878,7307,13571,3245259280
3MTT,2023,Paid,383083,47664,0.74,0.3,0.58,201327,2,Online,South East,3486,5388,8874,35271,20457,14814,18259268112
ALX,2022,Subsidized,77207,3716,0.44,0.52,0.43,200730,7,Online,South West,2497,309,2806,1635,703,932,286901212
ALX,2024,Subsidized,42578,40998,0.46,0.54,0.35,146266,10,Hybrid,South East,1801,7429,9230,18859,6600,12259,1745612844
ALX,2025,Free,0,46266,0.57,0.45,0.48,176008,5,Hybrid,South South,1941,3735,5676,26371,12658,13713,0
HNG,2022,Subsidized,20908,5117,0.89,0.07,0.51,191889,3,Hybrid,South East,4460,2186,6646,4554,2322,2232,106986236
HNG,2023,Free,0,2385,0.62,0.43,0.76,116534,3,Hybrid,South West,3339,5950,9289,1478,1123,355,0
ALX,2022,Free,0,34137,0.76,0.22,0.59,147470,6,Hybrid,South East,2739,6359,9098,25944,15306,10638,0
ALX,2023,Subsidized,53387,41250,0.58,0.46,0.43,82460,6,Online,South West,3542,2911,6453,23925,10287,13638,2202213750
ALX,2023,Paid,408942,5874,0.87,0.15,0.67,92204,3,Online,North Central,925,1204,2129,5110,3423,1687,2402125308
3MTT,2022,Free,0,44536,0.8,0.15,0.49,286971,3,Online,South West,3565,2911,6476,35628,17457,18171,0
ALX,2022,Free,0,39015,0.54,0.42,0.77,176707,3,Hybrid,South West,3981,1886,5867,21068,16222,4846,0
HNG,2025,Subsidized,96439,47968,0.81,0.16,0.66,342390,3,Online,South East,3110,4919,8029,38854,25643,13211,4625985952
3MTT,2024,Subsidized,24395,15790,0.87,0.17,0.74,135773,2,Online,South South,4355,3208,7563,13737,10165,3572,385197050
HNG,2022,Paid,162601,5987,0.7,0.32,0.78,239876,8,Hybrid,South East,2559,4392,6951,4190,3268,922,973492187
ALX,2023,Paid,207761,38691,0.64,0.37,0.5,115577,11,Online,North East,2517,732,3249,24762,12381,12381,8038480851
HNG,2024,Paid,356872,7792,0.82,0.21,0.39,303393,11,Hybrid,North Central,1191,1396,2587,6389,2491,3898,2780746624
ALX,2022,Subsidized,73806,760,0.56,0.41,0.58,390725,3,Hybrid,North West,4401,7407,11808,425,246,179,56092560
3MTT,2025,Paid,214780,22045,0.83,0.14,0.44,192099,8,Hybrid,South South,3195,6883,10078,18297,8050,10247,4734825100
HNG,2024,Free,0,19160,0.7,0.3,0.6,149767,4,Online,North Central,1538,1072,2610,13412,8047,5365,0
HNG,2023,Free,0,34219,0.75,0.27,0.66,306884,10,Online,North Central,871,5035,5906,25664,16938,8726,0
ALX,2025,Subsidized,39739,34668,0.82,0.14,0.67,100448,11,Online,South East,3569,3895,7464,28427,19046,9381,1377671652
HNG,2024,Free,0,19432,0.48,0.54,0.76,127842,7,Online,North East,3043,554,3597,9327,7088,2239,0
ALX,2025,Paid,404751,28121,0.67,0.37,0.72,330476,11,Online,South East,644,2964,3608,18841,13565,5276,11382002871
HNG,2024,Paid,201131,2558,0.85,0.14,0.67,193922,4,Hybrid,South East,3347,5002,8349,2174,1456,718,514493098
HNG,2025,Paid,138311,25209,0.71,0.27,0.36,304491,3,Online,South West,2182,6902,9084,17898,6443,11455,3486681999
HNG,2025,Free,0,49121,0.86,0.14,0.53,251796,10,Online,South East,4474,2726,7200,42244,22389,19855,0
ALX,2025,Free,0,7074,0.8,0.23,0.48,157338,10,Hybrid,South West,2519,5534,8053,5659,2716,2943,0
3MTT,2024,Paid,151458,26051,0.78,0.25,0.58,244164,11,Hybrid,North East,2045,5903,7948,20319,11785,8534,3945632358
3MTT,2024,Paid,325295,13656,0.81,0.24,0.62,229776,5,Hybrid,South South,2631,6893,9524,11061,6857,4204,4442228520
3MTT,2025,Subsidized,84559,19965,0.82,0.19,0.6,389815,11,Online,South East,4309,6068,10377,16371,9822,6549,1688220435
3MTT,2023,Paid,292416,44808,0.62,0.4,0.61,129477,7,Online,South East,4679,5224,9903,27780,16945,10835,13102576128
3MTT,2024,Free,0,32270,0.57,0.39,0.39,82369,7,Online,North West,4775,1863,6638,18393,7173,11220,0
3MTT,2023,Paid,417952,15756,0.85,0.16,0.55,146896,9,Online,South South,638,1019,1657,13392,7365,6027,6585251712
HNG,2024,Subsidized,28463,17912,0.61,0.36,0.77,351941,4,Online,North East,4171,4502,8673,10926,8413,2513,509829256
ALX,2024,Free,0,36894,0.67,0.29,0.48,301404,6,Hybrid,North East,2574,6987,9561,24718,11864,12854,0
3MTT,2024,Free,0,42620,0.78,0.18,0.8,130304,10,Online,South West,243,7418,7661,33243,26594,6649,0
ALX,2023,Paid,390358,44788,0.55,0.47,0.56,314347,7,Hybrid,North East,1044,4081,5125,24633,13794,10839,17483354104
ALX,2024,Paid,308920,33096,0.5,0.48,0.55,392385,6,Hybrid,North East,4291,3959,8250,16548,9101,7447,10224016320
ALX,2025,Subsidized,87438,31323,0.84,0.12,0.42,107690,4,Hybrid,North West,4944,2091,7035,26311,11050,15261,2738820474
ALX,2022,Paid,409750,16538,0.59,0.41,0.74,120647,4,Online,North East,1877,5262,7139,9757,7220,2537,6776445500
3MTT,2022,Subsidized,28888,23630,0.72,0.26,0.68,359477,2,Hybrid,North West,3942,3874,7816,17013,11568,5445,682623440
ALX,2025,Paid,167664,42386,0.48,0.51,0.42,126996,5,Online,South West,1583,5664,7247,20345,8544,11801,7106606304
HNG,2022,Free,0,47139,0.44,0.57,0.43,237029,7,Online,South South,3483,6286,9769,20741,8918,11823,0
HNG,2024,Free,0,6912,0.87,0.16,0.44,180153,5,Hybrid,South South,2869,4739,7608,6013,2645,3368,0
ALX,2024,Free,0,7340,0.55,0.43,0.45,194515,7,Hybrid,South West,4898,7189,12087,4037,1816,2221,0
ALX,2023,Free,0,32860,0.68,0.28,0.38,321443,9,Hybrid,South West,2163,5410,7573,22344,8490,13854,0
3MTT,2025,Subsidized,50104,44552,0.55,0.5,0.34,284249,6,Hybrid,North Central,231,5643,5874,24503,8331,16172,2232233408
HNG,2025,Free,0,9212,0.76,0.26,0.44,229014,7,Online,South West,2116,3774,5890,7001,3080,3921,0
HNG,2024,Free,0,20675,0.6,0.36,0.49,281081,4,Hybrid,South East,1389,528,1917,12405,6078,6327,0
3MTT,2025,Paid,292949,20298,0.44,0.51,0.52,265639,5,Online,South East,1362,6924,8286,8931,4644,4287,5946278802
3MTT,2023,Paid,404893,36792,0.69,0.28,0.34,93429,6,Hybrid,South South,693,6909,7602,25386,8631,16755,14896823256
HNG,2025,Free,0,35480,0.88,0.09,0.31,96997,4,Online,South East,1922,7444,9366,31222,9678,21544,0
ALX,2023,Paid,134512,35524,0.51,0.46,0.62,152144,7,Hybrid,South East,1613,5076,6689,18117,11232,6885,4778404288
ALX,2024,Paid,376469,36392,0.58,0.42,0.79,196737,6,Online,North Central,2949,3230,6179,21107,16674,4433,13700459848
HNG,2023,Free,0,38032,0.82,0.17,0.52,289485,10,Online,North West,4416,7322,11738,31186,16216,14970,0
ALX,2024,Subsidized,21214,24440,0.47,0.48,0.54,315994,3,Hybrid,South West,1505,3337,4842,11486,6202,5284,518470160
3MTT,2022,Free,0,7069,0.54,0.46,0.69,117177,5,Hybrid,North Central,2306,3539,5845,3817,2633,1184,0
3MTT,2023,Subsidized,42106,17631,0.41,0.58,0.72,149306,3,Online,North West,3226,6089,9315,7228,5204,2024,742370886
3MTT,2024,Subsidized,99509,18269,0.76,0.26,0.33,311609,6,Hybrid,South West,2982,5104,8086,13884,4581,9303,1817929921
ALX,2022,Free,0,10245,0.61,0.35,0.56,335043,7,Hybrid,South South,4269,6921,11190,6249,3499,2750,0
HNG,2025,Subsidized,49520,30041,0.53,0.46,0.55,357132,10,Hybrid,South South,3801,5609,9410,15921,8756,7165,1487630320
ALX,2022,Free,0,44920,0.81,0.14,0.42,273529,9,Online,South South,3546,5938,9484,36385,15281,21104,0
ALX,2022,Subsidized,98672,38744,0.74,0.3,0.66,197286,6,Hybrid,North West,3292,4820,8112,28670,18922,9748,3822947968
3MTT,2024,Paid,180781,37027,0.84,0.11,0.49,241554,6,Hybrid,North East,3728,1822,5550,31102,15239,15863,6693778087
HNG,2024,Free,0,2240,0.7,0.33,0.7,262615,2,Hybrid,North East,1061,7027,8088,1568,1097,471,0
ALX,2023,Subsidized,91543,21014,0.67,0.34,0.4,370144,9,Hybrid,South West,3693,6460,10153,14079,5631,8448,1923684602
HNG,2024,Subsidized,80155,27418,0.72,0.31,0.58,228515,4,Online,South West,4692,6549,11241,19740,11449,8291,2197689790
HNG,2022,Paid,353856,43311,0.6,0.41,0.56,244434,11,Hybrid,South South,1499,3401,4900,25986,14552,11434,15325857216
ALX,2025,Subsidized,57958,14215,0.56,0.44,0.31,239224,5,Hybrid,South South,4157,3225,7382,7960,2467,5493,823872970
HNG,2024,Paid,363552,43403,0.88,0.11,0.5,189268,11,Online,North West,3847,2042,5889,38194,19097,19097,15779247456
ALX,2022,Paid,499776,38778,0.51,0.51,0.7,242812,7,Hybrid,South West,3156,7605,10761,19776,13843,5933,19380313728
HNG,2025,Free,0,18913,0.49,0.55,0.43,394041,3,Online,South West,4502,2795,7297,9267,3984,5283,0
ALX,2025,Free,0,894,0.8,0.16,0.56,143471,6,Hybrid,South West,1832,4673,6505,715,400,315,0
3MTT,2023,Subsidized,92847,22063,0.63,0.35,0.72,247813,4,Hybrid,North West,4524,2502,7026,13899,10007,3892,2048483361
ALX,2023,Paid,390375,14361,0.42,0.62,0.64,248767,7,Hybrid,South South,1996,7566,9562,6031,3859,2172,5606175375
3MTT,2023,Subsidized,41730,21613,0.78,0.19,0.43,248393,2,Online,North Central,2908,7292,10200,16858,7248,9610,901910490
3MTT,2024,Paid,370728,28266,0.87,0.17,0.41,173878,7,Online,South East,454,2831,3285,24591,10082,14509,10478997648
HNG,2022,Paid,483800,24046,0.74,0.26,0.56,318989,8,Hybrid,South South,1631,2114,3745,17794,9964,7830,11633454800
3MTT,2022,Free,0,34093,0.62,0.34,0.35,308456,5,Online,North West,4995,1992,6987,21137,7397,13740,0
3MTT,2022,Free,0,27424,0.69,0.26,0.54,205093,2,Hybrid,North Central,1384,262,1646,18922,10217,8705,0
ALX,2025,Free,0,6465,0.79,0.26,0.53,317784,5,Online,North East,2794,7601,10395,5107,2706,2401,0
3MTT,2025,Subsidized,21080,33175,0.73,0.22,0.34,342783,11,Online,South East,3836,7946,11782,24217,8233,15984,699329000
HNG,2025,Subsidized,54019,42562,0.72,0.31,0.64,276879,4,Online,South East,3606,7897,11503,30644,19612,11032,2299156678
HNG,2025,Free,0,11779,0.58,0.37,0.42,330139,2,Online,North East,1401,811,2212,6831,2869,3962,0
HNG,2022,Free,0,18410,0.58,0.38,0.8,160974,11,Hybrid,South East,1741,700,2441,10677,8541,2136,0
ALX,2025,Free,0,24424,0.82,0.17,0.6,291912,7,Hybrid,South South,4847,1294,6141,20027,12016,8011,0
HNG,2024,Paid,355397,23937,0.64,0.34,0.38,307300,6,Online,North Central,3171,5296,8467,15319,5821,9498,8507137989
HNG,2025,Subsidized,59293,34394,0.4,0.59,0.4,214476,9,Online,South East,2677,6144,8821,13757,5502,8255,2039323442
ALX,2023,Subsidized,57569,6080,0.65,0.34,0.69,207319,3,Hybrid,North Central,2472,7034,9506,3952,2726,1226,350019520
3MTT,2023,Paid,322067,21042,0.68,0.29,0.4,309303,3,Online,South East,4661,279,4940,14308,5723,8585,6776933814
3MTT,2023,Free,0,37244,0.51,0.53,0.67,87176,4,Hybrid,South South,4317,384,4701,18994,12725,6269,0
HNG,2024,Subsidized,98653,11731,0.56,0.48,0.35,328505,3,Hybrid,South West,4303,5592,9895,6569,2299,4270,1157298343
ALX,2024,Subsidized,60239,4243,0.67,0.28,0.56,296249,4,Hybrid,South East,2501,4918,7419,2842,1591,1251,255594077
3MTT,2022,Paid,357443,3699,0.85,0.2,0.49,350041,10,Online,South South,689,1560,2249,3144,1540,1604,1322181657
3MTT,2025,Free,0,29506,0.61,0.35,0.76,376753,3,Online,South West,4989,5147,10136,17998,13678,4320,0
HNG,2025,Paid,464745,27568,0.8,0.23,0.79,276945,2,Online,South West,1965,3337,5302,22054,17422,4632,12812090160
HNG,2025,Free,0,26592,0.7,0.27,0.45,82673,11,Online,North West,2533,2262,4795,18614,8376,10238,0
ALX,2022,Free,0,39610,0.49,0.51,0.72,295838,8,Online,South East,2999,1646,4645,19408,13973,5435,0
HNG,2024,Free,0,37510,0.7,0.27,0.54,169023,8,Online,North West,2497,4337,6834,26257,14178,12079,0
ALX,2022,Subsidized,66971,7428,0.83,0.21,0.77,196196,9,Online,South East,4053,3308,7361,6165,4747,1418,497460588
HNG,2024,Paid,211186,38546,0.56,0.48,0.48,143043,10,Online,South West,4660,5775,10435,21585,10360,11225,8140375556
HNG,2024,Subsidized,41770,40210,0.41,0.54,0.42,257561,9,Online,South East,2475,2110,4585,16486,6924,9562,1679571700
HNG,2024,Paid,391727,8576,0.85,0.17,0.64,90236,2,Online,North East,3792,1991,5783,7289,4664,2625,3359450752
3MTT,2023,Paid,256228,14535,0.68,0.28,0.76,180459,2,Online,South West,445,2086,2531,9883,7511,2372,3724273980
ALX,2024,Subsidized,93927,19824,0.4,0.63,0.79,86611,4,Online,South South,375,5471,5846,7929,6263,1666,1862008848
HNG,2023,Free,0,12073,0.66,0.32,0.43,198523,8,Online,North East,171,7586,7757,7968,3426,4542,0
ALX,2022,Free,0,9987,0.74,0.29,0.55,129966,8,Online,South South,409,6861,7270,7390,4064,3326,0
